#除夕不放假#,Query time: 2023-12-17 23:12:54
【】10月25日，国务院办公厅发布关于2024年部分节假日安排的通知。关于春节放假安排引发了网友广泛讨论，中国人民大学休闲经济研究中心主任王琪延建议，“我们可以在春节增加两天的休假时间，这样就解决了调休问题。”王琪延指出，2024 【】10月25日，国务院办公厅发布关于2024年部分节假日安排的通知。关于春节放假安排引发了网友广泛讨论，中国人民大学休闲经济研究中心主任王琪延建议，“我们可以在春节增加两天的休假时间，这样就解决了调休问题。”王琪延指出，2024年春节也存在调休的问题，实际上国家发改委的工作人员做了充分的调研，召开了专家座谈会等，最后做出这样一个安排是非常进步的，因为它很人性化，充分考虑了节前节后工作与休闲的关系，两头都是工作6天而非7天以上。王琪延表示，从改革方案上讲，通过落实带薪休假，把权力下放给企业和员工，让他们协商，在不影响企业正常运行的条件下，做出合理的时间安排，让他们得到充分的休息。王琪延认为，“我国的劳动生产率在全世界应该是中等水平，所以每年还可以增加20天左右的休假时间，因此我一再提倡‘做四休三’。我们可以实行两天半的休假时间，最终达到‘做四休三’的节假日安排。,10月28日 20:30
我的理智告诉我，少拿以前和现在比，社会在进步，科技在发展，你思想还停留在以前？以前女子裹小脚，杀长子祭神你现在怎么不主张？除夕不放假是能激发人们的工作精力和热情，还是能让中国经济领先于世界？都抱怨现代人的心理、精神脆弱，抑郁成了“潮流”，都说现代人不重家 我的理智告诉我，少拿以前和现在比，社会在进步，科技在发展，你思想还停留在以前？以前女子裹小脚，杀长子祭神你现在怎么不主张？除夕不放假是能激发人们的工作精力和热情，还是能让中国经济领先于世界？都抱怨现代人的心理、精神脆弱，抑郁成了“潮流”，都说现代人不重家中父母，不念不见。就您这么个压迫法，倒是先批判起别人思想觉悟低了。说到底不就是为了所谓的利益和“进步”吗。有权者方有话语权，下地的人疲于奔命的时候，坐办公室不闻地中苦的还是少说些道德清高的鬼话，多下地实践吧。,10月28日 19:45
除夕不放假，年味何去何从？2024春节倒计时2024除夕不放假,10月28日 19:25
家人们，帮帮我！没想到我也得到了一个逆天改命的机会！我那去山区考察没通网的老板还未得知，我决定通过自己的努力给自己争取假期！主打一个叛逆……就是这条微博，转赞评 超过1000，我找老板申请除夕不上班！抽5位宝请喝酒！🍻如果老板真的给 家人们，帮帮我！没想到我也得到了一个逆天改命的机会！我那去山区考察没通网的老板还未得知，我决定通过自己的努力给自己争取假期！主打一个叛逆……就是这条微博，转赞评 超过1000，我找老板申请除夕不上班！抽5位宝请喝酒！🍻如果老板真的给我放假，再抽10位宝加送梅见750ml团圆酒！我知道你们可以的，一定跟我一样除夕想回家团圆！,10月28日 18:38
啊啊啊啊啊啊啊😱😱😱😱,10月28日 17:34
可能不是没有年味，而是真的没有时间,10月28日 17:27
脑子不是被门夹了就是被驴踢了，脊髓说不定也有问题，那脑脊液倒流进鼻孔里往外喷，十年脑血栓都不够，这得几十年起步，建议去寺庙多烧几柱香杵脑门前熏熏，什么裟芘，他菻看见了都要喊一声我呸，以迅雷不及之速跟它断绝关系最后一jio给踹出门让它在寂寞的夜里寂寞的躲，孤独的品尝自己的 脑子不是被门夹了就是被驴踢了，脊髓说不定也有问题，那脑脊液倒流进鼻孔里往外喷，十年脑血栓都不够，这得几十年起步，建议去寺庙多烧几柱香杵脑门前熏熏，什么裟芘，他菻看见了都要喊一声我呸，以迅雷不及之速跟它断绝关系最后一jio给踹出门让它在寂寞的夜里寂寞的躲，孤独的品尝自己的果，还死不悔改就干脆一道雷给劈了直接投胎。什么裟芘？只给爷整迷糊了,10月28日 16:50
大学生  一时竟分不清 除夕不放假到底谁是最大受害者搞笑,10月28日 16:16
真的想不明白为什么不放假，多少人一年辛辛苦苦工作到头来就盼着过个年呢，过年不就主要过除夕吗。没有了除夕年还是年吗，过不了年很多在外地打工的人连盼头都没了。我真的不知道为什么会有这个调休，调休的最终目的不是为了让百姓更好的享受假期吗。这种严重违背了民意的调休还是大家想要 真的想不明白为什么不放假，多少人一年辛辛苦苦工作到头来就盼着过个年呢，过年不就主要过除夕吗。没有了除夕年还是年吗，过不了年很多在外地打工的人连盼头都没了。我真的不知道为什么会有这个调休，调休的最终目的不是为了让百姓更好的享受假期吗。这种严重违背了民意的调休还是大家想要的吗。我就想问问这个政策制定之前问过大家的心声吗！！！,10月28日 15:45
,10月28日 15:00
除夕这天，要么让我上春晚，要么，我给你上坟。,10月28日 14:46
专家的思路原来是这样★除夕不放假,10月28日 12:23
"中国目前最低带薪年假及国定假日天数总和为16天,在世界排名倒数第三,是世界上假期最少的国家之一,而且许多假期全靠“挪”和“凑”,最典型的就是“春节7天假”和“国庆7天假”,看似都是7天,实则用双休日来“充数”,端午、清明等3天的小长假都靠挪移拼凑,不过即便是这么短的假期,很多国 中国目前最低带薪年假及国定假日天数总和为16天,在世界排名倒数第三,是世界上假期最少的国家之一,而且许多假期全靠“挪”和“凑”,最典型的就是“春节7天假”和“国庆7天假”,看似都是7天,实则用双休日来“充数”,端午、清明等3天的小长假都靠挪移拼凑,不过即便是这么短的假期,很多国人也未能完全享受,也让中国员工不得不变成“最勤劳的工人”和“最不会休假的游客”。",10月28日 11:49
除夕不放假这事，说实话，脑子里没个脚指头指定想不出来，本来就没年味了，现在倒好了，年没了。 ,10月28日 11:23
刚在我们城市律师群看到有律师说，已经收到除夕开庭的传票了。,10月28日 09:21
就这么扣，多放几天怎么了，我们是人又不是生产队的驴，多让它休息一刻都觉得亏了，你让在外地的怎么回家，自己一个人过年吗，上一天班然后大年夜的在公司加班吃外卖吗？还调休，那本来就是我应该有的休息，过年可谓是中国人最重要的传统节日结果可怜巴巴的只给三天假期，要是就这么拉动 就这么扣，多放几天怎么了，我们是人又不是生产队的驴，多让它休息一刻都觉得亏了，你让在外地的怎么回家，自己一个人过年吗，上一天班然后大年夜的在公司加班吃外卖吗？还调休，那本来就是我应该有的休息，过年可谓是中国人最重要的传统节日结果可怜巴巴的只给三天假期，要是就这么拉动经济增长的，那我真是觉得不可理喻无话可说,10月28日 08:07
但,10月28日 07:58
好家伙 这是内部敌特还是神预言,10月28日 07:07
什么！除夕不放假？漂泊在外的打工人不配过年吗？,10月28日 02:45
国家说“年味”越来越淡，我后来一想，年都没有了，除夕都没有了，怎么可能还会有“年味”呢，中国最大的一个节日春节，都没有了，中国传承了几千年的节日一下就没了，就好像少了一些我20多年的信仰，那以后会不会所有的传统节日都会消失，变成调休。慢慢的我再也见不到，爆竹声中一岁除的 国家说“年味”越来越淡，我后来一想，年都没有了，除夕都没有了，怎么可能还会有“年味”呢，中国最大的一个节日春节，都没有了，中国传承了几千年的节日一下就没了，就好像少了一些我20多年的信仰，那以后会不会所有的传统节日都会消失，变成调休。慢慢的我再也见不到，爆竹声中一岁除的热闹场景，也不会有总把新桃换旧符的时间和精力。就连后面的“千里共婵娟”也会慢慢消失，到最后连“清明时节”都没有了，我好像感觉有种不知名的“感觉”在流逝。,10月28日 00:14
我有两句话要说，除夕假期不是不放，而是要理性的放，要灵活的放，要扎实的放，要放的落实，要放的全面，要放的稳妥，要把放假做深做细做实，要放假放出高度，对于放假这个问题，我们一定要放出新水平、新境界、新举措、新发展、新成绩。要抓准拿稳明确放假点，然后准确着重切入放假时间， 我有两句话要说，除夕假期不是不放，而是要理性的放，要灵活的放，要扎实的放，要放的落实，要放的全面，要放的稳妥，要把放假做深做细做实，要放假放出高度，对于放假这个问题，我们一定要放出新水平、新境界、新举措、新发展、新成绩。要抓准拿稳明确放假点，然后准确着重切入放假时间，我们就可以好好放假,10月29日 23:41
调休年年有，一次更比一次离谱！！！打工人的命也是命，还我假期！,10月29日 23:15
咱就是说体制内多牛逼啊，谁敢吐槽除夕不放假就发配到加沙活不到明天呢哦，她自己除夕不加班还早放假呢牛马敢抱怨直接发配加沙,10月29日 23:15
