五月天巴黎演唱会被指「真唱气息不稳」，如何从专业角度解读？与此前演唱会是否有不同？,gender,comments,likes,updated_time
不是五迷，但九月份抢到广州第一场，演唱会期间我也发现有对嘴型没对上的时候  但还是觉得可能是大屏幕传输画面有延迟今早再看了巴黎这场我沉默了我想问问即便是假唱是否应该对粉丝抱有一些内疚呢？哪怕多假唱一小时 假唱还到点就走 甚至提前结束(知足事变)个人认为大众愤懑的点都是在五月天的态度，大家为你花钱你拿大家当猴耍。建议每个歌手在演唱会结束之后看看场馆外深夜排队等地铁等车的粉丝们，良心何在要问我现在是什么感觉？《五月天不值得》,-1,0,0,2023-12-08 12:37:56
五月天用巴黎的演唱会证明了“五月天真唱是什么样子的”，这给了大家一个很好的对照样本。拿着巴黎演唱会的水准，和最近被质疑的机场演唱会的水准对比一下，一致就是真唱。不一致的话。。。呵呵。,-1,0,0,2023-12-08 12:37:21
如何解读？就是想转移注意力！他们就是想把假唱问题说成能力问题。你们要是一直追着假唱不放，那不是毁了么，终身禁止。技术问题也好，能力问题也好，哪怕承认自己是大傻逼都行，但是就是不能让大家以为是假唱。,1,1,0,2023-12-08 12:36:18
E眼顶针，鉴定为6,-1,1,51,2023-12-08 12:34:48
就算巴黎是真唱，难道插进去再拔出来就当没事发生？,-1,1,2,2023-12-08 12:34:09
巴黎的时差海拔温度纬度都跟上海不一样，在巴黎唱的时候年龄跟上海的时候也不完全一样，唱出来的效果肯定不一样，变量没控制怎么评价（doge）,-1,0,0,2023-12-08 12:33:20
谁说搞摇滚的不能Jump了,1,0,2,2023-12-08 12:32:42
简直是大型灾难现场，石锤之前是假唱了。,-1,0,2,2023-12-08 12:31:53
我和我最后的倔强~,0,0,0,2023-12-08 12:31:42
班上一个同学在一次考试中考了100分，同学说都说他是抄的，他不承认并且说下次考试全班看着我考。第二次考试在全班同学的见证下考了50分。朋友们，你们说他上次考试是抄的吗,1,0,3,2023-12-08 12:30:48
假唱是为了节目效果好罢了，真唱了，又被小人黑子们喷“气息不稳” ......假唱也是人家用心提前录制好的吧  也是真的唱了的。我不是五月天的粉丝我就是看不惯一点点小瑕疵放知乎上能被说成是很差劲的不友善氛围,0,14,2,2023-12-08 12:30:36
我个人，只听歌，不追星，对明星没有善意，也没有恶意。我喜欢五月天的歌，最喜欢的是和孙燕姿合唱版的《温柔》，我单曲循环了超级久。我还喜欢周杰伦的歌，宋冬野的歌，陈奕迅的歌，刀郎的歌，河图的歌，梁静茹等等的歌。但对于他们本人，我都没有任何感觉。所以，五月天假唱（就当前互联网上的信息来看，我没有仔细求证过），对像我这样的人来说，一点影响都没有，除了一直挂在热搜上。在我看来，对任何一个明星，捧他们的人和踩他们的人，一直都是同一批人，至少是同一类人。我也相信真有单纯伸张正义的人，这种人往往被利用带头冲锋，然后被抛弃。,-1,16,4,2023-12-08 12:28:43
在巴黎至少人家不敢假唱,1,0,1,2023-12-08 12:28:31
唱歌完全不懂，可能巴黎气压有点低吧。,1,0,0,2023-12-08 12:26:59
上次考试考了一百分同学们都说是抄的，然后说你们看我下次考试，结果最后考了五十分。最后向全班同学说黑暗过去了，感谢大家。,1,3,31,2023-12-08 12:26:32
陈信宏和2个神秘男子飙车，已知男子1开的AE86，男子2开的A8，最终获胜者男子1大声嘲讽到：“就这？我一个人就当你们两”，那么请问，陈信宏开的什么车？,-1,2,14,2023-12-08 12:25:35
五月天：好歹这场演唱会我们真唱了，还要什么自行车？,0,0,0,2023-12-08 12:24:36
很奇怪，一年几十亿人民币的收入，为哈不请几个厉害的声乐老师？这主唱气息不稳，是基本功的问题。不但气息不稳，高低音处理不好，颤音也不会。。说这些，粉丝会说他们听的是青春，是情怀。算了。哪位大神能扒下他们的作词作曲是不是本人创作的吧。因为说了10拍E6，10拍没做到，E6也没达到，乐理知识真心很差。。,1,28,92,2023-12-08 12:24:20
巴黎纬度高,-1,0,0,2023-12-08 12:20:48
要50岁了，流行歌手这个水平很正常吧,1,8,0,2023-12-08 12:18:43
看了巴黎场，说实在的，全真！且表现比很多场都好，唱的善可，专业角度？我是本职导演，所以只能从画面动作角度解说~~！对比了1.可能假 2.已证真 3.巴黎场，得出的结论是：1.疑假曲：阿信大部分时间手是持麦中间，2.已证真曲：大部分时间是手持顶部，碰麦嘴，喜欢闭眼唱（可能歌手习惯和发声方法有关？）3.巴黎场：同2大家对比下我看的对不对？（巴黎场）疑假曲：,-1,6,11,2023-12-08 12:16:31
气息不稳？阿信的最高音明明已经到了F6！阿信对此表示，他唱过头了我宣布，阿信才是亚洲第一歌神谁赞成，谁反对？,-1,5,14,2023-12-08 12:14:42
真实的才是丑陋的像声音美颜与人脸美颜一样你想要的是什么,1,1,1,2023-12-08 12:13:24
之前的演唱会水准明显要高一截，绝对是行走的CD级别的。巴黎的表现应该是演唱会开的太多，嗓子太累了导致的。我还是喜欢他的小作文，PUA味道浓烈，比唱的好听。,-1,0,1,2023-12-08 12:11:38
我觉得歌迷说的即使花钱去现场听CD也愿意这个没什么问题，毕竟情怀是你自己的，钱是你自己的，你爱怎么花就怎么花呗。但是对于五月天来说，歌迷的纵容不是他们假唱的理由。往大了说，他们对不起音乐，对不起职业，对不起歌迷；往小了说，他们对不起自己的内心，对不起自己写的那些歌词。,1,0,1,2023-12-08 12:11:33
最难绷的是阿信甚至不愿意在录音室重录一版，而是直接放当年专辑发布时的音源…不夸张的说，我上次听《干杯》是十年前，但流传的视频里我刚听到第一句就立马知道是假唱。,1,0,3,2023-12-08 12:10:52
我很好奇的是，难道你们觉得披荆斩棘也好，乘风破浪也好，他们又跑又唱又跳的，难道真的全是真唱吗？假唱我觉得很普遍很普遍吧,-1,33,6,2023-12-08 12:10:32
那么广州11月份那几场有没有假唱呢，我也是花钱买票了的,-1,0,1,2023-12-08 12:09:28
暴论：按这个唱功和机能全真唱这轮巡演最多能开17场而不是77场就得进医院治嗓子了。。青春感的声音可以用更科学的发声唱而不是也要和正在变声的男生用一样的唱法（并垫音 接唱太难的地方）。。。,0,0,0,2023-12-08 12:07:32
如果全世界都与我为敌，我也要对抗到底。我并没有罪，有罪的是这世界。生而为人无罪，我不需要抱歉。我就是玫瑰少年------维塔·天临·信。这难道不是对摇滚精神最完美的诠释吗？明知不可为而为之，这不足以令人动容吗？我家哥哥都50的人了，还这么拼，你们还要怎样，没完了是吧？伍佰场场划水逛街，你们怎么不去骂？？？ ,1,1,1,2023-12-08 12:07:18
五百还不唱呢，歌迷这么较真,-1,1,0,2023-12-08 12:04:50
AE86没有A8,1,7,16,2023-12-08 12:02:29
这下自己把自己捶死了。巴黎直播这就是饮鸩止渴，缓兵之计不撞南墙不回头，给后面资本拖延时间的。巴黎假唱→直接死巴黎真唱→暂时死不了→各种巴黎对比内地视频出来→捶死用自己的真唱证明之前是假唱，这是五月天最摇滚  精神的一次。,1,0,66,2023-12-08 11:59:39
本来就唱不上去，还把麦克风扔了和台下粉丝互动，真的不理解（黑人问号o.0?,-1,1,1,2023-12-08 11:59:21
虽然这次唱得不好但这次的观众一定是被之前的观众羡慕的因为之前的观众都是听录音带,1,3,2,2023-12-08 11:59:20
五月天用本场的真唱证实了以前的假唱,-1,0,2,2023-12-08 11:58:53
淹死会水的，打死犟嘴的。,-1,0,0,2023-12-08 11:58:41
宁可全程真唱打脸，也不承认之前假唱，这就是倔强。,1,0,3,2023-12-08 11:57:52
要骗就骗一辈子，别半途而废啊！！你拿我对你的信任骗我、伤害我，我不怪你，只怪自己太傻了。以前爱你，现在也爱你，只是不会再把爱提起，深深的埋藏在内心深处。1、这一场是真唱，也是真难听，不如放CD！2、经典的拉麦没有了，又蹦又跳没有了，站桩式演唱会，最多加个转身！3、明白五月天的良苦用心了，放CD是为了保护粉丝的耳朵，他们真暖心，我哭死！4、求求你了，继续表演吧，CD配上阿信的神级表演，视频观赏性高！假唱、行走的cd 、真唱难听上热搜，我天，还看不清到底什么情况吗：假唱要钱 真唱要命啊宁愿活在虚伪的世界，也不愿面对现实的残酷！,1,0,11,2023-12-08 11:56:36
粉丝一直在洗他嗓子不行，不是啊，他正常音域范围内的音，也没准过啊！比起高音，气息，他为什么不练一练音准啊，跑调跑的一塌糊涂就算纯音痴，唱了这么多遍也不应该跑成这样这是多少年没跟着钢琴唱过音阶了不努力，不尊重音乐，不尊重观众 ,0,0,2,2023-12-08 11:55:33
和国足国内6：0，国外0：6一样证明了自己真正的实力。我不是麦克疯，我只是麦克风的搬运工。,1,0,1,2023-12-08 11:54:43
他都已经真唱了你们还要怎样（手动狗头）,1,0,0,2023-12-08 11:54:38
"看了5首歌的视频。。。enmm,怎么说呢。以前真唱的段落，还是真唱。以前垫音的段落，全开麦了。以前假唱的部分，变成垫音了。垫音声音超级大，我看的是第一排拍的《盛夏光年》我不转弯那几句，垫音声音都比原声大了。。。开麦了吗？开了。。垫音了吗？垫了。。怎么说呢你说是伴唱和声也行，但原声真的要切没了。。《我心中尚未崩坏的地方》3分到3分20秒之后，那个和声也好，垫音也好，也太大了。。《你不是真正的快了》3分05，后面少了一句高音吧，好像。《恋爱ING》，感觉垫了不少啊，2分04话筒拿走了，声音也没啥变化，起码垫了70%吧《突然好想你》，和国内版本区别也太明显了。。《倔强》，1分50之后，嗓子就不行了，气息完全没了，高音基本躲了一半。《温柔》，开口第一句崩了，3分钟高音破了放弃了，4分之后和倔强差不多，气息和嗓子也累了《伤心的人别听慢歌》，进唱就崩了，主要也是气息不够，垫太多了，主唱声音好小，感觉全是和声，没有主音。别的不说了，就说这几首，印在我心里的歌吧。。明显阿信不活泼了，也不爱边唱边跳了，突然变站桩选手了。说实话，垫音可能没敢开太大，导致很多歌主音特别不明显。。但部分段落垫音起码开到70%了。和国内场的对比，过于明显，也没必须细说了。。。",1,33,365,2023-12-08 11:53:50
