张雪峰文科就是服务业,Querytime:2023-12-23 20:54,点赞数,点评数,用户昵称,IP位置
虽然有些蹭热度都在偷换概念说什么行业都是服务业，什么理工类工作也在舔，但是理科类的工作总归是要讲科学的，是要讲点基本法的，评价标准是相对客观的。一个傻叉客户10万块预算让你去武汉长江上修个过江大桥，要求单向三车道，那你是让他滚一边去还是跪下舔他？你把他撵走你的领导是会追责你还是跟你一起骂他是傻❌,2023-12-13 09:21,0,0,月亮扑进小溪的怀里,贵州
张雪峰的道理太糙了，其实是因为文科生培养了太多，没有足够的岗位容纳。像古巴刻意培养了一堆医生生，然后医生不如狗。,2023-12-13 02:51,0,0,远离苹果-L,广东
三联生活不接近生活了 好差事一定和理想意愿人文教养冲突吗 铁饭碗还不是大环境不好逼我们选的 没有好饭碗谈什么理想人文 怎么不问问辛苦一辈子的农民没有退休金的他们有什么样的理想,2023-12-12 19:57,1,0,gjefnm,安徽
实话总是难听，何须掩耳盗铃。,2023-12-12 18:58,2,0,一棵树,山东
文科专业对普通人的选择就那几个,2023-12-13 16:00,1,0,辰,江苏
谁tm说的?有人成绩好的时候，他也推荐家长听孩子的。有的人悟性不行家庭不行谈什么理想?,2023-12-16 18:34,0,0,北重楼,重庆
三联就是个啥b歪屁股媒体[偷笑R],2023-12-13 14:23,0,0,可爱小英豪,广东
那你毕业后去了哪里工作呢,2023-12-12 12:43,0,1,小鱼干,江苏
学文科的更要有饭碗思维，不走饭碗这条路，学到的东西就更没用了。比如小编不要这份媒体的工资，去干自媒体，会有什么优势吗?有天赋的理科生，随便都把小编这种专业人士踩在脚下。,2023-12-13 15:33,0,0,芝士，与你分享,福建
文科的路可以很长，但普通家庭支撑不起这个路，张没说错，只是表达的方式太刺骨罢了，文科生就业形式有目共睹,2023-12-12 19:41,0,0,忘川,江苏
30年河东30年河西，文科生毕业不好找工作，但是找到工作后都相对稳定(相对哈)，理科生毕业虽然大多能找到工资高点的工作，但是技术革新太快，如果不一直更新自己的知识储备，很快就被刚毕业的学生淘汰了。[汗颜R]最稳定还收入高的我倒觉得是专业学校毕业的技术工，更容易找到稳定工作，只是上限低了些。,2023-12-13 21:16,0,0,章鱼丸的爸爸,马来西亚
双一流名额78%给了理工农医，一目了然。,2023-12-11 17:15,2,1,今夜不设防,四川
攻击他的，是在意他说那个撕掉脸皮的字。长期听直播，了解一点，会根据学生家里的经济情况与自己特长结合……经济决定上层建筑，家里靠山吃山，靠水吃水，父母给经济保底背书的，完全可以根据自身特长选择专业。不是说这个专业不能选不能学，学业有成出了象牙塔，是要和TOP2，TOP10的顶尖学霸去PK，去抢夺就业资源。拿什么拼啊……何况事业有时候就是讲究天地人和……,2023-12-12 18:22,0,0,最爱缸鸭狗,浙江
你们不要那么高大上 张雪峰的大部分建议都是针对底层家庭 就是普通家庭 文科一般都是富贵人家的少爷小姐才会去学的  张雪峰就是和这个家长或者学生说他们未来面对的是什么 你非要说我不继承家产 我就要去学文科 我就是喜欢 我不用👅任何人 这就是观点的不同 你们不要带节奏,2023-12-14 10:10,0,0,小红薯6587D258,上海
贫富差距太大，理想当不了饭吃，这个问题不解决，这种思想就不会消失,2023-12-12 20:30,0,0,犀利型白兰地,中国香港
如果我不本着饭碗思维，我迟早有一天会没有饭碗[失望R],2023-12-14 14:05,0,0,Ansel,吉林
三联破防了,2023-12-13 21:17,0,0,Patterson_,四川
你这还是理科很好，因为热爱选的文科，都发出如此感慨。还有大量因为理科不好被迫选文科的，他们就业就更难了。,2023-12-13 10:52,0,0,两只小肥猫,北京
人文教养...首先人文教养和混口饭吃哪个更重要？然后...这编辑没上过大学？除了学医，那个专业不是能有点空闲时间自己发展自己的爱好，怎么搞的好像选专业就转职成这个职业模板，所以数据都一样了,2023-12-13 09:38,0,0,热心市民王先生,海南
普通人读书不就是为了找工作嘛,2023-12-13 09:25,0,0,晓晓춘희,江苏
[偷笑R]文科生多了容易键政闹事,2023-12-13 09:09,0,0,咖啡见闻,天津
我没看那么多。但是gtp的出现确实......,2023-12-13 08:29,0,0,解忧宝石铺子2,上海
理想能赚多少钱,2023-12-13 05:06,0,0,泡泡阿,江苏
我的小姨，文科很好，她很喜欢写作或者翻译，但她高中还是选择了理科，电气专业，现在是个高级工程师，一年25w的薪水，还有独立的办公室，周末就会写写自己的文章，她从来没有遗落自己的所爱之物，只是首先需要一份糊口的工作，文科到最后是要有自己的风格，只要有自己的风格大学并不必要选文科,2023-12-13 00:52,0,0,Campari,陕西
我是无奈啊，高中物理忒差了常年及格线徘徊哪儿敢选理科，我政治也差，但政治可以蒙可以编物理没得编，后来发现世界物理学家很多同时还是哲学家，看来我哲学和物理同时学不好是有相关性的[笑哭R],2023-12-13 00:01,0,0,大脸猫,重庆
先吃饱饭再谈人文教养[doge],2023-12-12 23:12,0,0,半梦半醒半知心,陕西
不要制造焦虑了！[偷笑R]文科也不差吧，就业的时候，也没感觉那里不如意。,2023-12-12 21:47,1,0,大眼萌,中国香港
前段时间秋招，宁波银行明确写着：特别欢迎理科生应聘[doge],2023-12-12 21:47,0,0,大大怪吃饭,浙江
底层听他的没一点错,2023-12-12 21:33,0,0,我爱学习,湖北
不如大专[doge],2023-12-12 20:39,0,0,ᅠᅠᅠ,上海
不是表述有问题，是刻意贬低文科生，不舔的有多少？,2023-12-12 18:50,0,0,瞿瞿思绪非阳,北京
张雪峰说得没错，我985文科硕，就业薪资就是不如同条件理科啊[笑哭R],2023-12-12 18:46,0,0,ᅠᅠ,重庆
作为一名文科生，张雪峰确实说的对，文科大部分课程都是水课[笑哭R],2023-12-12 18:23,0,0,小约翰可翰,广东
阿对对对，建议取消一些学校的一些文科专业，真心的，别耽误人时间和金钱了,2023-12-12 17:57,0,0,小红薯63E8D2CF,上海
物质文明不行的时候追求物质文明，,2023-12-12 13:55,0,0,春水,广东
饭碗难找的时候需要多一点饭碗思维，人人都有饭碗的时候再少一点饭碗思维，多一点人文关怀，道德教育,2023-12-12 13:39,1,0,孜孜矻矻四十块,浙江
感觉你说得很对，过去中国大学招生文科生比例还是有些高了，造成了目前的就业难，不能为了养活大学老师，让很多有潜力的人成为牺牲品,2023-12-12 09:41,3,0,小红薯5F8B4E4C,北京
孩子，文科也要有人读。我们本地实情，学习好的都去读理科。,2023-12-12 09:05,0,0,小红薯6321A026,江西
只有昆虫才专业化,2023-12-10 21:08,1,0,剪掉手爱德华,广西
他说得对啊只是比较极端，我觉得现在选了文科专业的就应该赶紧找个楼跳了了事，毕业了不考公就得去服务业“舔”“卖笑”，不如趁现在在大学赶紧找个楼跳了学校还得赔一笔给家里留点钱,2023-12-15 12:32,1,1,南飘飘,福建
说的直白一点 文科生智商低  自己看看高中报文科班的学生分科前的的平均学习能力（我说平均，别拿个例来和我杠）是不是比后来去学理科的差？）智商低自然就学不来一些技术性的工作 那不就只能去做一些不产出社会价值的事？,2023-12-13 11:17,1,1,Alex,日本
这小红书上面一群律师追着这人骂，说到底有些人明知道这个事实，但这是自己千辛万苦爬上来，真以为是为人民服务这个目的才爬上来，这句话嘴巴说说就得了谁真信谁才是小可爱，这些人爬上面是让你服务我，你们这群下面的人还想说让我服务你，说到底本质是看不上服务业，这跟我们国内很多人觉得服务业低人一等。,2023-12-12 18:58,4,1,轻风碎烟雨,云南
文科生不是舔，而是跪舔！,2023-12-13 15:19,1,1,小红薯62FFFB40,上海
我不喜欢他，不懂。说话可以优雅点,2023-12-13 14:37,1,1,tyyu,吉林
,2023-12-13 15:19,0,1,小红薯62FFFB40,上海
萝卜白菜，各有所爱。立场不同，角度不同，认知不同。走不出认知的困境，到哪里都是囚徒。认知错位，吃苦受累。一个人的命运，1%靠别人敲醒，99%靠自己觉醒。努力谁都会，选择靠智慧。,2023-12-12 20:03,1,1,思维创富,辽宁
这篇是希希哥写的吗？？写的这么好怎么没什么人点赞,2023-12-19 02:01,0,0,暴富搓手手💅（可约,广东
生产过剩的年代能提供情绪价值的就是稀缺的。,2023-12-20 08:18,0,0,剪掉手爱德华,广西
真不一定。看很多文科生活挺好的,2023-12-18 20:21,0,0,纳兹赛斯,吉林
硕士在读，我的研究方向就是人工智能，AI取代不了文科，相反我还在每天补充文科的东西，学习如何沟通交流，争取让自己全面发展，文科的优势在AI时代很明显，好好努力，加油,2023-12-18 20:18,0,0,=,辽宁
有一说一 讲讲理科就算了[偷笑R][偷笑R] 涉及文科 一堆人有千万种方法让他死 他讲不过学文的 他所说的“服务”和学文拥有的“傲骨”是相克的[捂脸R][捂脸R],2023-12-18 19:44,0,0,Jackie Yin,上海
投票可以看出来大多数年轻人都不反感，觉得一针见血，有点自嘲，本来接受的教育就是职业不分贵贱，不外乎三个行业，服务员接受得了你就体面光鲜，接受不了你就当螺丝钉，出出力，这没什么，只要能靠自己劳动挣钱没什么，都是好样的，反而是一些文科教授老逼登，读了点书，自我感觉高人一等，自己是文化人，怎么能被叫做服务业呢，怎么能被叫舔呢？其实私下给领导掺茶倒水，夹菜，拍文字马屁，用一个舔字，简直完美形容,2023-12-10 13:25,24,1,白日梦想家,四川
,2023-12-09 23:44,10,1,杜钦科,吉林
我承认他说的是实话。，我是学法学的。屁股决定脑袋。大金主给钱说啥是啥？让我打谁我打谁。[笑哭R][笑哭R],2023-12-09 23:00,18,1,学为好人,河南
理工科至少有的时候可以不太依附老板的一些不合理要求，有些许话语权，因为跟着老板的错误要求就是对利润的不尊重[doge]文科……老板你说的对，材料我就这么写吗？好的呢！科教兴国！哲学学不到头，历史资本论理科生可以看懂一些，虽然不多，但是至少能看懂一些[doge]但是……工程力学？机械制图？机械工程原理？物理化学？生物化学？高数？线性代数？电路？电工基础？材料化学？……你反过来看看？看懂挺困难吧？没有傲慢的意思，但是……当初学文科真的不是因为觉得数学物理化学生物太难了坚持不下去？,2023-12-10 23:49,4,1,霁月,辽宁
那张老师现在从事的算什么行业[doge],2023-12-10 15:15,1,1,九手普桑,江苏
我党都是为人民服务，你们还有什么不情愿[doge],2023-12-10 10:09,15,1,李尧,浙江
张老师自己干的不也是服务业吗[害羞R][害羞R],2023-12-10 19:43,3,1,林深的生活博物馆,江苏
理科就不是服务业了吗，土木工程，计算机不也是服务业,2023-12-10 00:59,2,1,f(x),广西
任何行业都是为人民服务而生[微笑R],2023-12-10 07:36,3,1,带刺小葵,江西
做啥不是服务业啊[笑哭R][笑哭R],2023-12-11 07:23,0,1,ᅠᅠᅠ没有名字的momo,辽宁
不是服务业难道还是工业，农业吗？,2023-12-18 05:04,0,0,星尘,山西
说得很真实，只是太真实了太扎心了[哭惹R],2023-12-15 10:07,0,0,一句哦买噶,四川
文科专业是不是服务业，学文科的人最清楚了[哭惹R][哭惹R][哭惹R][哭惹R],2023-12-15 10:06,0,0,一句哦买噶,四川
实际上所有行业都是服务业，服务老百姓顺带的，服务人上人才是根本的，最好的都是人上人先用[doge]说白了都是🐮🐴，没必要搞文理之争破坏打工人团结[doge],2023-12-14 05:04,0,0,厉飞羽,云南
就我个人而言，实话但难听，但实话[哭惹R],2023-12-13 19:10,0,0,清醒的红薯坨,重庆
日常生活语境中的“都是”不是“全是”的意思，是“基本上都是”的意思,2023-12-13 03:28,0,0,果奔溜,广西
服务业不等于服务员 高中地理学了吧[笑哭R] 服务业有很多种行业啊  理工科也很多都是从事服务业  比如我这个地理,2023-12-12 21:45,0,0,海屿,江西
张雪峰也是收钱帮人选专业，这不也是服务业吗？[笑哭R],2023-12-12 21:43,0,0,Joey,云南
