#新闻学教授怒怼张雪峰#,Query time: 2023-12-24 15:12:51,likes
张小强，工学学士、工学硕士、法学博士学位现在在研究方向是：1.网络与新媒体（招生方向）：网络理论方法以及新媒体对个体社会、新闻业等领域的影响教授你自己本硕博都不是新闻学，却忽悠年轻人跳坑 ,2023-06-16 18:41,1
张雪峰老师其实是站在广大学子以后未来就业，根据实际情况来说的。其实我们普通人在没有接触或者不了解，以为学了新闻学，以后可以进入电视台或者当记者，像央视各大新闻媒体那样可以在电视台里，上电视，感觉很高大上。但事实却是背道而驰，事与愿违：第1个即使学了新闻学也 张雪峰老师其实是站在广大学子以后未来就业，根据实际情况来说的。其实我们普通人在没有接触或者不了解，以为学了新闻学，以后可以进入电视台或者当记者，像央视各大新闻媒体那样可以在电视台里，上电视，感觉很高大上。但事实却是背道而驰，事与愿违：第1个即使学了新闻学也是很少进入电视台去当记者等等。第2个现在是新媒体时代，每个人都是可以做自媒体，也就是说你不学新闻学也可以去做自媒体，现在这行更加难。更多的可以问一下或者调查一下那些已经学新闻学他们现在就业是什么样，是否在新闻学或者在电视台里面工作，他们最有发言权。,2023-06-16 18:41,1
正常人谁读新闻啊 ,2023-06-16 18:41,0
嗯嗯，张雪峰。 ,2023-06-16 18:40,0
我很同意张雪峰啊！扒拉扒拉，我的同学们还剩几个在做专业。 ,2023-06-16 18:38,0
新闻专业确实不好找工作，别说重庆大学新闻专业毕业的，哪怕复旦大学新闻专业毕业的，都不好找工作。哪怕在上海媒体找到工作，月薪也才万把块钱，而且涨薪的天花板很低。去年一个复旦大学新闻系的学生咨询我，她是留在上海媒体，还是走定向选调的路子？我支持她选后者 新闻专业确实不好找工作，别说重庆大学新闻专业毕业的，哪怕复旦大学新闻专业毕业的，都不好找工作。哪怕在上海媒体找到工作，月薪也才万把块钱，而且涨薪的天花板很低。去年一个复旦大学新闻系的学生咨询我，她是留在上海媒体，还是走定向选调的路子？我支持她选后者。戴着名校的光环，她选调去了贵州省直单位。,2023-06-16 18:38,88
仔细看这个教授的回应，基本就是详细论证了张雪峰的论点的正确性……  这教授简直就是PDF和自爆卡车的典范了……  最近中国的传媒行业，从院校和报社，真是很全面的丢人现眼了。 ,2023-06-16 18:38,0
很多网红，热了就会不知道自己是谁，很少有人能免俗。,2023-06-16 18:37,0
作为一个新闻传播学教授，张小强的观点值得我们思考和借鉴。主流媒体的作用不可替代，正面报道是对社会和公众负责任的表现。另外，根据国家政策和市场需求，自主创业、考公务员等也是很好的选择。我们应该注重个人素质和专业技能的提升，为自己的职业发展做好规划和准备，发 作为一个新闻传播学教授，张小强的观点值得我们思考和借鉴。主流媒体的作用不可替代，正面报道是对社会和公众负责任的表现。另外，根据国家政策和市场需求，自主创业、考公务员等也是很好的选择。我们应该注重个人素质和专业技能的提升，为自己的职业发展做好规划和准备，发挥好自己的价值。,2023-06-16 18:37,1
我们很多人都是普通家庭的孩子，学校不会对你以后的就业负责。所以考虑那些好就业的，能吃上饭的。 ,2023-06-16 18:36,0
新闻学教授张小强再次发文，这次直接破防开始扣帽子了。张小强说，张雪峰是吃着传播的饭，砸着传播的锅，吃饭砸锅何其荒谬！但张雪峰压根就不反对传播啊。他只是建议学生报考新闻学时好好考虑。请问，他说的对吗？一定程度上，他说的是对的。新闻媒体现有的优势， 新闻学教授张小强再次发文，这次直接破防开始扣帽子了。张小强说，张雪峰是吃着传播的饭，砸着传播的锅，吃饭砸锅何其荒谬！但张雪峰压根就不反对传播啊。他只是建议学生报考新闻学时好好考虑。请问，他说的对吗？一定程度上，他说的是对的。新闻媒体现有的优势，除了刑不上媒体外，其余优势荡然无存。就是说，现在的很多事情都不是媒体曝光并发酵的，他们起到的作用只是为真相盖章。如果自媒体也能主持的话，整个话题的讨论度只多不少。媒体发挥的作用，有但有限。关于这点，看几家媒体为张同学洗白的文章就足够了。他们自以为自己持中守正，且说辞能诓骗大众。然而现实呢？被吃瓜群众打的满地找牙，只能讪讪道，是大V带领暴民在搞网络暴力！如此无能狂怒，只能说明他们对舆论权的掌控正在滑脱。传播当然重要，事实上，传播在任何时候都很重要。前美国总统艾森豪威尔说，在宣传上花1美元，等于在国防上花5美元。前美国国务卿基辛格曾说：一个自由电台的威力等于20个师。教员也说过，“杀人有两种，一种是用枪杆子杀人，一种是用笔杆子杀人。伪装得最巧妙，杀人不见血的，是用笔杀人”，“在拿枪的敌人被消灭以后，不拿枪的敌人依然存在，他们必然地要和我们作拼死的斗争，我们决不可以轻视这些敌人。如果我们现在不是这样地提出问题和认识问题，我们就要犯极大的错误。”但传播重要，不等于必须新闻学重要。我们现在的新闻学有什么问题？一句话，我们的新闻学是舶来品，没有马克思主义化，以至于高校教出来的学生，有很多进了媒体后问题很显著。包括媒体现在的很多问题，也是由此产生的。所以，到底要不要学传播？我的回答是，每个人都要学习，包括传播学分支的舆论学。但是否必须进高校学习，这个问题的答案见仁见智。我个人的观点是，社会也是个大学堂，每个人都能从中学到很多。进高校不如进社会，因为，高校学到的东西，只有能切实应用，才有意义。当然，这里的意义是正向意义。诸如川大张学姐的逆向应用不在此列。,2023-06-16 18:36,63
,2023-06-16 18:36,0
,2023-06-16 18:36,0
,2023-06-16 18:36,0
张小强你现在是真的火了 后面忘了 ,2023-06-16 18:36,0
额，想起来我一个同学，数学的研究生，后来进新华社当记者了，这新闻行业倒是真的需要理科的，只是真的不是非要新闻专业的 ,2023-06-16 18:33,1
如果四年前能看到张雪峰的建议，我可能就不会选择新闻学专业了 ,2023-06-16 18:33,1
别骂了别骂了，知道选错专业了,2023-06-16 18:32,0
他是新闻学教授，他是怕张老师说的话影响了他的饭碗。 ,2023-06-16 18:32,0
说实话 我真觉得我会找不到工作 ,2023-06-16 18:32,0
砸人饭碗能放过你吗学新闻不如当狗仔文科类就业不如拍视频扭秧歌,2023-06-16 18:32,4
从实用性来说张雪峰老师说的没错其实我也有个建议，除了985、211学校和一些专业性很强的专业(比如医学、教育学、法学)外，大学其实上不上选啥专业都无所谓，反正也是混四年，要不就学计算机，可能我的圈子比较窄，身边朋友有各种不同专业，但是最后的归宿都是学半年计算机，然 从实用性来说张雪峰老师说的没错其实我也有个建议，除了985、211学校和一些专业性很强的专业(比如医学、教育学、法学)外，大学其实上不上选啥专业都无所谓，反正也是混四年，要不就学计算机，可能我的圈子比较窄，身边朋友有各种不同专业，但是最后的归宿都是学半年计算机，然后进公司。所以我的想法是大学不读也罢，不如去学个计算机或者专门学某一项技能，至少四年之后你不会迷茫自己该干啥。ps:本专业硕士博士除外,2023-06-16 18:31,0
掌握着笔杆子的职业也会缺钱吗,2023-06-16 18:31,0
【：他自己吃着传播的饭，却在砸着传播的祸！张雪峰也回应了！】引热议，16日中午，重庆大学新闻传播学教授张小强再发文称，这个时代比任何时候都重视传播，但也比任何时候都轻视“新闻”。新闻专业唯有和“新闻”“媒体”解绑，才能放开手脚为 【：他自己吃着传播的饭，却在砸着传播的祸！张雪峰也回应了！】引热议，16日中午，重庆大学新闻传播学教授张小强再发文称，这个时代比任何时候都重视传播，但也比任何时候都轻视“新闻”。新闻专业唯有和“新闻”“媒体”解绑，才能放开手脚为社会培养传播人才。“张雪峰本人从事的就是新闻专业毕业生要干的领域啊，他自己吃着传播的饭，却在砸着传播的祸，何其荒谬！”张雪峰16日也发文回应称，选专业就要选适合自己的，能让自己吃上饭的！而不是照本宣科，不考虑实际情况。我只是根据就业情况给建议，孩子找不到工作负责的不是你老师，而是你爸你妈跟自己。,2023-06-16 18:30,2
以前新闻都追求实事求是，求真。一些人辩论为了更有说服力，更是说报纸上写的，都上新闻了，等等。现在出点事都要看十几条报导来确认真实性，这年代，看不到记者满大街找素材了，编新闻的却是不少。 ,2023-06-16 18:30,3
"同学中有学工管现在在电视台当摄像的，有学通信工程当编导的，还有一个文科忘了学啥的肯定不是学新闻类的当编导的。然后你说来学新闻吧，我们以后能转it,能考公，这就挺搞笑的。 ",2023-06-16 18:30,0
🆘我大一学新闻的时候，老师就跟我们say就连她招研究生也更喜欢招非新闻本科的，😂，另外一个老师一直在课堂说传统新闻在没落。念了一学期果断转法。 ,2023-06-16 18:29,0
那为啥你在大学做老师而且不是在一线做记者…. ,2023-06-16 18:29,1
我其实觉得张雪峰老师说的对，家庭状况一般的孩子不如学点技术，除非拔尖，文科性质的专业太不好就业了！ ,2023-06-16 18:28,0
虽然但是，张雪峰说得对，当年高考完怀着对新闻圣洁的向往一心想选新闻学专业，后来在“专业老师”指导下不情不愿选了商科现在就是无比庆幸！！！当初没选新闻！先不说就业、收入、工作难度等等，流量当道的年代，只要够吸睛，够抓人眼球，标题够抓马，哪管它事实真假就 虽然但是，张雪峰说得对，当年高考完怀着对新闻圣洁的向往一心想选新闻学专业，后来在“专业老师”指导下不情不愿选了商科现在就是无比庆幸！！！当初没选新闻！先不说就业、收入、工作难度等等，流量当道的年代，只要够吸睛，够抓人眼球，标题够抓马，哪管它事实真假就能迅速传播，流量到手，kpi到手，钱到手，劣币驱逐良币的典型代表行业，还有多少人能在这个行业保持初心和使命呢？我不仅为这个行业感到悲哀，更为无数个曾经怀有新闻梦的年轻人不值,2023-06-16 18:28,0
