如何看待2024年放假安排？除夕不放假？,gender,comments,likes,updated_time
除夕不放假以前就有过，10年前的除夕就没有安排放假。2014年，那时也有不少骂声，从后面起就改了。今年可能受到国庆影响，觉得假期长点能增加点经济效益，反正一般公司也多数不会经营到除夕，另外也鸡贼了一点，指望打工人到时去跟老板们争取多放一天除夕，没想到互联网舆论跟2014年一样先沸腾起来了。还真不如跟以往一样，放7天，从除夕开始放，然后上两天，再休一天。真以为搞多一天，然后鸡贼的希望私企老板多给一天假，给凑个九天就能拉一拉经济，提升打工人的幸福感？,1,0,0,2023-10-26 10:16:27
 太对辣,1,0,0,2023-10-26 10:15:35
其实我不太理解的是，每次一有假期就费劲吧啦的调休，然后制定出来一个很多人都不满意的放假安排。难道多放一天假就会对经济造成什么不可挽回的损失吗？就会干扰社会主义现代化的进程了？我们不是以人民为中心吗？,1,0,3,2023-10-26 10:14:22
知足吧，只要比朝鲜强就行了,1,0,0,2023-10-26 10:13:49
关于2024年春节不放假的决定，我觉得这是一个令人不满的决定。春节是中国最重要的传统节日之一，放假是人们与家人团聚、休息放松的宝贵机会。取消春节假期，剥夺了人们的家庭团聚和休闲时光，对于那些长年累月工作忙碌、辛劳努力的人们来说，这无疑是对他们权益的一种侵犯。春节期间的放假也有利于调动经济活力，促进旅游、餐饮等相关行业的发展。春节是人们最喜欢出行、消费的时候，如果不放假，将会直接影响到这些行业的生意。此外，春节期间放假还有利于人们外出旅游，旅游业是国家经济的支柱产业，放假可以促进旅游业和相关行业的发展，增加就业机会。另外，不放假也会带来一系列社会问题。由于不放假，大量人员流动将会集中在春节期间，导致交通拥堵。长时间的工作和生活压力累积下来，不少人在春节期间是想要出门旅游放松一下，但是如果不放假，他们将无法得到这个机会。这将导致人们的情绪不稳定，甚至引发社会不满和不安定因素。,0,0,0,2023-10-26 10:13:38
我想知道除夕不算法定假日是不是当天值守的人员没有3倍工资？没有的话,-1,0,0,2023-10-26 10:12:36
   八格牙楼,0,0,0,2023-10-26 10:12:19
以前张开嘴口服就行，现在闭上嘴逼你心服。,-1,0,0,2023-10-26 10:11:41
我来洗给你们看，“现在这种放法不违法，多放一天，这一天放出来的就业人员工资谁出，如果安排加班，加班费谁出。就算有的企业要求无偿加班，到时候矛盾更大，谁愿意过节无偿加班，不得闹事？都不放就不存在无偿加班或者加班费的问题了。如果必须要坚守岗位的那种，那就需要多发一天三倍工资，这钱谁出，反正zf不想出，企业也不是冤大头。所以不如全国统一，至少不违法也没多放也没少放。不满意的最多骂两句，还不至于闹事。” 以上说法来自于我小时候听到街道办的人聊天时候说的，我一直记在心里，至于对错，大家看着办吧。,-1,0,0,2023-10-26 10:11:14
首先2008年以前除夕就是不放假的，从初一到初七也是七天。这次只能说朝三暮四，又改回去了而已。但是我想说的是，现在这个时代是生产力发达甚至过剩的时代，适当的增加假期反而可以促进第三产业的发展，也可以给人民更多获得感。建议人大代表参考一下，多给人民放几天假不仅不会影响GDP，反而会有更多的收获。磨刀不误砍柴工。这是符合科学道理的。,1,0,0,2023-10-26 10:10:50
南方很多地方，除夕上午就是全家团年，表示过年了，现在的话，那就在路上过年了，然后再返程回去吧,1,0,0,2023-10-26 10:09:30
终于明白假日办那50多种不同的假期方案是怎么排出来的了。更牛逼的是有些大家一看就觉得不靠谱的方案，人家真的通过层层审核给你端出来了。最牛逼的是人家一边把热腾腾的一盘端出来，还在盘子边上写了个说明：本美食有五大亮点，分别是……，实乃不可多得之佳肴。留下我们望着这盘黄橙橙的热腾腾的不明物品陷入沉思。,1,0,2,2023-10-26 10:08:58
不断在试探底线，方方面面,0,0,0,2023-10-26 10:07:35
2024除夕不放假是告知，不是征求你们的意见,1,0,0,2023-10-26 10:07:04
除夕不放假，是不是伤害全国人民感情，可不可以拿去biubiu了,-1,0,0,2023-10-26 10:06:50
2024年的放假安排引起了广泛关注，特别是春节除夕不放假的决定。人们对这一决策可能有不同看法：1，经济角度：一些人认为，不放假可以有助于维持经济稳定，减少生产和商业活动的中断。这对于一些行业来说可能是重要的。2，个人生活平衡：另一方面，一些人可能担心工作时间过长会损害个人生活平衡，特别是在春节这个传统的家庭团聚节日。3，文化传统：春节是中国传统的重要节日，家庭团聚和传统庆祝活动在其中扮演着重要的角色。不放假可能会妨碍人们参与这些活动。4，调休制度：调休制度的延续可能引发争议，因为它可能需要雇主和员工做出更多的安排，以平衡工作和休息时间。5，个体观点：人们的看法可能受到个人情况和价值观的影响，有些人可能支持这一决策，而其他人可能反对。综合而言，2024年的放假安排在经济、个人生活平衡和文化传统之间存在平衡的挑战。最终，这个决定的看法因人而异，应该根据个人需求和价值观来评估。,-1,0,0,2023-10-26 10:02:44
感恩,-1,0,0,2023-10-26 10:00:50
全民上春晚,1,0,3,2023-10-26 10:00:11
除夕放假是人类工业皇冠上的明珠,1,0,0,2023-10-26 09:59:56
我是学生，有寒假。但是我妈妈没有年假。所以我回家之后在除夕的白天反而见不到我妈。感觉很伤心。替我妈伤心，也替未来要上班的我伤心。————————————————————有一半的评论都被删了耶,0,73,1662,2023-10-26 09:59:27
吐槽归吐槽，但是一般公司不至于真让你除夕上班把，多一天假也没啥，公司肯定会另行安排的，当然肯定也有公司全部按照法定来设置，那该骂公司，而且就算公司不给假，也可以请年假连休，无所谓滴。,-1,2,1,2023-10-26 09:58:42
该造造，，，，句了,1,0,0,2023-10-26 09:58:36
要离职了，调休放假的和我还有什么关系吗？,-1,0,0,2023-10-26 09:56:50
2025年放假安排，春节放假 11 天！史上最长春节假期！春节放假 2月5日，6日，7日。2月3日，2月4日放假，2月8日，2月9日上班。鼓励引导 企业和各单位落实 带薪休假制度，让全国民众在除夕至初三与家庭团聚，和和美美过大年！,1,1,2,2023-10-26 09:56:37
虽然大家都在骂，但是换个角度看也是利好的，2023年春节假期只有7，而2024年有整整八天，虽然普通打工人能不能放好这8天假我不好说，但人家日历上确实多一天啊而且你想想，如果在那种讲人情，轻松的企业和单位，人家领导也是要除夕和家人过的，领导人好点，一发话，大家除夕也都不用上班了，白放一天假，春节整整9天假期！那么在中国，哪些企业和单位是如此“通情达理”的呢？别人不好说，但制定调休的老爷们除夕9成9是在家里躺着的,1,0,1,2023-10-26 09:56:36
对于有些公司丝毫不影响，就像我以前的单位，平时没有年假，都是堆在年底统一放。年三十前一个礼拜左右开始就放假了，放半个月左右。不休不调。所以过年国家不管怎么安排，对这种公司都没有任何影响。第二种：就看老板会不会做人了。前任的公司就属于那种严格执行国家放假安排的私企，很多家在外地的就提前请假，像她家是本地的，就会上到年二十九。最后那几天，路上人都没有多少，点个外卖都有点费劲。而且那几天也啥事都没有，就坐在办公室里刷剧刷抖音，到点下班回去。所以有时候也吐槽这种公司，还不如直接放假呢。在公司浪费水浪费电，也没什么产出。 所以，假我就这么安排了，各位企业主，你们是想做人情多送员工一天假呢还是啥，你们自己看着办吧。,1,0,0,2023-10-26 09:56:30
最惨的是国企、事业单位搬砖的娃，严格执行法定假日。春节前都是垃圾时间，一般民企都是容忍提前休假的。,-1,0,4,2023-10-26 09:56:25
除夕好像真的不属于节假日…,-1,0,0,2023-10-26 09:55:45
有没有一种结局是这样的：我们在疯狂起哄，然后除夕前ZF会让企业“自愿”给员工放假。然后自然而然9天假期。然后风评翻转：局座高明。,1,0,0,2023-10-26 09:55:30
我岁数大，我记得前几年除夕是不放假的，后来大家意见多了才改的除夕开始放假，大家对亲人和传统节日的念想，现在也就剩下个春节了，其他节气，已经没有什么感觉了，现在没有几个人清明上坟了，在家躺尸的概率倒是比较高，中秋吃月饼的也没几个了。我们这特殊的国情，想要实现带薪休假实在太难，而且本次放假要求各单位酌情处理，这是把矛盾下放了，我建议了，你们单位听不听，就是人家自己的事儿了，想要强大，想要自信，请先善待自己人吧。不是说掌握了权利就可以为所欲为，前段时间各地纷纷禁电动车，那么有解决办法没有，没有，以后的路权就是有钱人说了算呗，如果车多了，再禁止买车，从来不想解决问题，而是先把制造问题，或者提出问题的人解决掉，这样除了制造矛盾，激化矛盾，有什么效果么，除了会发明各种新词来讽刺劳苦大众，也包括基层的公务人员，能不能真正的理解党章和宪法里是怎样要求公务员的，少一点推诿，多为老百姓做点实事。,1,0,0,2023-10-26 09:54:50
你们不停加班，假期还放的少，福祉福报接踵而来，应该有很多存款吧？日子应该很甜吧？,-1,0,0,2023-10-26 09:51:47
不生孩子不买房，你还想过年？,0,0,1,2023-10-26 09:49:48
挺好，不用在去婆婆家帮忙准备午饭了，从早上睁开眼睛就要去帮忙，忙活一上午，累的自己一点胃口都没有。现在年气越来越淡了。,0,0,0,2023-10-26 09:47:54
想清楚什么是全心全意为人民服务什么是从群众中来，到群众中去这政策制定者想不清楚就别干这活，滚！,1,0,3,2023-10-26 09:47:43
太抽象了，以前会这样每个假不挨着周末都调休吗，我记不太清了,-1,0,6,2023-10-26 09:47:36
我一直好奇，春节假期，真的有企业会按法定节假日放假吗？我所在的企业，包括本地其他企业，基本上春节假期分三种情况:外地员工，尤其是南方员工，一般都是腊月二十三小年之前放假。正月十五以后回来上班。本地员工，正常岗位，腊月二十七、八放假，正月初七至初十上班。特殊岗位，设备不能停机的那种，不放假。,-1,2,0,2023-10-26 09:47:01
